HCPC,SEQNUM,RECID,LONG_DESCRIPTION,SHORT_DESCRIPTION,,,,,
G9354,10,3,One ct scan or no ct scan of the paranasal sinuses ordered within 90 days after the date of diagnosis,1 or no ct sinus w/in 90d dx,,,,,
G9355,10,3,Elective delivery or early induction not performed,No early ind/delivery,,,,,
G9356,10,3,Elective delivery or early induction performed,Early ind/delivery,,,,,
G9357,10,3,"Post-partum screenings, evaluations and education performed",Pp eval/edu perf,,,,,
G9358,10,3,"Post-partum screenings, evaluations and education not performed",Pp eval/edu not perf,,,,,
G9359,10,3,Documentation of negative or managed positive tb screen with further evidence that tb is not active,Doc of neg or man pos tb scn,,,,,
G9360,10,3,No documentation of negative or managed positive tb screen,No doc of neg or man pos tb,,,,,
G9361,10,3,"Medical indication for induction (documentation of reason(s) for elective delivery or early induction (e.g., hemorrhage and placental complications, hypertension, preeclampsia and eclampsia, rupture of membranes-premature, prolonged maternal conditions complicating pregnancy/delivery, fetal conditions complicating pregnancy/delivery, malposition and malpresentation of fetus, late pregnancy, prior uterine surgery, or participation in clinical trial))",Med ind for induction,,,,,
G9362,10,3,"Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure 60 minutes or longer, as documented in the anesthesia record",Mac or pnb w/o genanes >60m,,,,,
G9363,10,3,"Duration of monitored anesthesia care (mac) or peripheral nerve block (pnb) without the use of general anesthesia during an applicable procedure or general or neuraxial anesthesia less than 60 minutes, as documented in the anesthesia record",Mac or pnb w/o genanes <60m,,,,,
G9364,10,3,"Sinusitis caused by, or presumed to be caused by, bacterial infection",Sinus caus bac inx,,,,,
G9365,10,3,One high-risk medication ordered,1high risk med ord,,,,,
G9366,10,3,One high-risk medication not ordered,1high risk no ord,,,,,
G9367,10,3,At least two different high-risk medications ordered,2high risk med ord,,,,,
G9368,10,3,At least two different high-risk medications not ordered,2high risk no ord,,,,,
G9369,10,3,Individual filled at least two prescriptions for any antipsychotic medication and had a pdc of 0.8 or greater,Fill 2 rx antipsych,,,,,
G9370,10,3,Individual who did not fill at least two prescriptions for any antipsychotic medication or did not have a pdc of 0.8 or greater,Not fill 2 rx antipsych,,,,,
G9376,10,3,Patient continued to have the retina attached at the 6 months follow up visit (+/- 1 month) following only one surgery,Contd ret attach at 6mth f/u,,,,,
G9377,10,3,Patient did not have the retina attached after 6 months following only one surgery,No ret attach after 6mt,,,,,
G9378,10,3,Patient continued to have the retina attached at the 6 months follow up visit (+/- 1 month),Contd ret attach f/u vis,,,,,
G9379,10,3,Patient did not achieve flat retinas six months post surgery,No acheive flat ret 6mth,,,,,
G9380,10,3,Patient offered assistance with end of life issues during the measurement period,Off assis eol iss,,,,,
G9381,10,3,"Documentation of medical reason(s) for not offering assistance with end of life issues (eg, patient in hospice and in terminal phase) during the measurement period",Doc med reas no offer eol,,,,,
G9382,10,3,Patient not offered assistance with end of life issues during the measurement period,No off assis eol,,,,,
G9383,10,3,Patient received screening for hcv infection within the 12 month reporting period,Recd scrn hcv infec,,,,,
G9384,10,3,"Documentation of medical reason(s) for not receiving annual screening for hcv infection (e.g., decompensated cirrhosis indicating advanced disease [i.e., ascites, esophageal variceal bleeding, hepatic encephalopathy], hepatocellular carcinoma, waitlist for organ transplant, limited life expectancy, other medical reasons)",Doc med reas no ann srn hcv,,,,,
G9385,10,3,"Documentation of patient reason(s) for not receiving annual screening for hcv infection (e.g., patient declined, other patient reasons)",Doc pt reas not rec hcv srn,,,,,
G9386,10,3,"Screening for hcv infection not received within the 12 month reporting period, reason not given",Scrn hcv infec not recd,,,,,
G9389,10,3,Unplanned rupture of the posterior capsule requiring vitrectomy during cataract surgery,Unpln rup post cap,,,,,
G9390,10,3,No unplanned rupture of the posterior capsule requiring vitrectomy during cataract surgery,No unpln rup post cap,,,,,
G9391,10,3,"Patient achieves refraction +-1 d for the eye that underwent cataract surgery, measured at the one month follow up visit",Achv refrac +1d,,,,,
G9392,10,3,"Patient does not achieve refraction +-1 d for the eye that underwent cataract surgery, measured at the one month follow up visit",Not achv refrac +1d,,,,,
G9393,10,3,Patient with an initial phq-9 score greater than nine who achieves remission at twelve months as demonstrated by a twelve month (+/- 30 days) phq-9 score of less than five,Ini phq9 >9 remiss <5,,,,,
G9394,10,3,"Patient who had a diagnosis of bipolar disorder or personality disorder, death, permanent nursing home resident or receiving hospice or palliative care any time during the measurement or assessment period","Dx bipol, death, nhres, hosp",,,,,
G9395,10,3,Patient with an initial phq-9 score greater than nine who did not achieve remission at twelve months as demonstrated by a twelve month (+/- 30 days) phq-9 score greater than or equal to five,Ini phq9 >9 no remiss >=5,,,,,
G9396,10,3,Patient with an initial phq-9 score greater than nine who was not assessed for remission at twelve months (+/- 30 days),Ini phq9 >9 not assess,,,,,
G9399,10,3,"Documentation in the patient record of a discussion between the physician/clinician and the patient that includes all of the following: treatment choices appropriate to genotype, risks and benefits, evidence of effectiveness, and patient preferences toward the outcome of the treatment",Doc disc tx choices,,,,,
G9400,10,3,Documentation of medical or patient reason(s) for not discussing treatment options, medical reasons: patient is not a candidate for treatment due to advanced physical or mental health comorbidity (including active substance use), currently receiving antiviral treatment, successful antiviral treatment (with sustained virologic response) prior to reporting period, other documented medical reasons, patient reasons: patient unable or unwilling to participate in the discussion or other patient reasons,Doc reas no disc tx opt
G9401,10,3,"No documentation of a discussion in the patient record of a discussion between the physician or other qualfied healthcare professional and the patient that includes all of the following: treatment choices appropriate to genotype, risks and benefits, evidence of effectiveness, and patient preferences toward treatment",No disc tx choices,,,,,
G9402,10,3,Patient received follow-up on the date of discharge or within 30 days after discharge,Recd f/u w/in 30d disch,,,,,
G9403,10,3,"Clinician documented reason patient was not able to complete 30 day follow-up from acute inpatient setting discharge (e.g., patient death prior to follow-up visit, patient non-compliant for visit follow-up)",Doc reas no 30 day f/u,,,,,
G9404,10,3,Patient did not receive follow-up on the date of discharge or within 30 days after discharge,No 30 day f/u,,,,,
G9405,10,3,Patient received follow-up within 7 days from discharge,Recd f/u w/in 7d disch,,,,,
G9406,10,3,"Clinician documented reason patient was not able to complete 7 day follow-up from acute inpatient setting discharge (i.e patient death prior to follow-up visit, patient non-compliance for visit follow-up)",Doc reas no 7d f/u,,,,,
G9407,10,3,Patient did not receive follow-up on or within 7 days after discharge,No 7d f/u,,,,,
G9408,10,3,Patients with cardiac tamponade and/or pericardiocentesis occurring within 30 days,Card tamp w/in 30d,,,,,
G9409,10,3,Patients without cardiac tamponade and/or pericardiocentesis occurring within 30 days,No card tamp e/in 30d,,,,,
G9410,10,3,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",Admit w/in 180d req remov,,,,,
G9411,10,3,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",No admit w/in 180d req remov,,,,,
G9412,10,3,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",Admit w/in 180d req surg rev,,,,,
G9413,10,3,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",No admit req surg rev,,,,,
G9414,10,3,Patient had one dose of meningococcal vaccine on or between the patient's 11th and 13th birthdays,1dose menig vac btwn 11 & 13,,,,,
G9415,10,3,Patient did not have one dose of meningococcal vaccine on or between the patient's 11th and 13th birthdays,No 1dose meni vac btwn 11&13,,,,,
